instance_id,event_key,node_id,event_kind,occurrence,distance,alignment_status,threshold,threshold_source,declared_contaminated
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--000,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--000,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--000,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--000,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.27481803899389895,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--000,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--000,call_model|model_request|1,call_model,model_request,1,0.004136339832316494,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--000,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--001,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--001,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--001,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--001,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.2740878652679088,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--001,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--001,call_model|model_request|1,call_model,model_request,1,0.004014644211318131,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--001,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--002,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--002,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--002,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--002,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.2731852920492804,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--002,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--002,call_model|model_request|1,call_model,model_request,1,0.0038642153415467287,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--002,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--003,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--003,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--003,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--003,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.275,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--003,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--003,call_model|model_request|1,call_model,model_request,1,0.004166666666666667,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--003,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--004,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--004,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--004,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--004,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.2733810516585287,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--004,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--004,call_model|model_request|1,call_model,model_request,1,0.003896841943088116,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--004,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--005,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--005,call_model|model_request|0,call_model,model_request,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--005,call_model|model_response|0,call_model,model_response,0,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--005,tool::calculate|tool_call|0,tool::calculate,tool_call,0,0.2729933647364174,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--005,load_memory|memory_read|1,load_memory,memory_read,1,0.0,matched,1e-09,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--005,call_model|model_request|1,call_model,model_request,1,0.0038322274560695633,matched,1e-09,frozen_v2_calibration,True
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--005,call_model|model_response|1,call_model,model_response,1,0.012499999999999999,matched,0.012500001,frozen_v2_calibration,False
controlled--full-tools-persistent-memory--mono_step--explicit_tool_error--006,load_memory|memory_read|0,load_memory,memory_read,0,0.0,matched,1e-09,frozen_v2_calibration,False
